Nom,Province,Identification Climat,Identification Station,Identification OMM,Identification TC,Latitude (degres decimaux),Longitude (degres decimaux),Latitude,Longitude,Altitude (m),Annee de debut,Annee de fin,Annee de debut HLY,Annee de fin HLY,Annee de debut DLY,Annee de fin DLY,Annee de debut MLY,Annee de fin MLY
MONT JOLI A,QUEBEC,7055121,50841,71718.0,YYY,48.61,-68.21,483632000,-681227000,52.4,2013,2021,2013.0,2021.0,2013.0,2021.0,,
MONT-JOLI,QUEBEC,7055122,54118,71658.0,MJI,48.6,-68.19,483615901,-681140682,55.0,2015,2021,2015.0,2021.0,2015.0,2021.0,,
MONT LOGAN,QUEBEC,7055180,5815,,,48.9,-66.63,485400000,-663800000,1127.8,1963,1975,,,1963.0,1975.0,1963.0,1975.0
MONT LOUIS,QUEBEC,7055200,5816,,,49.23,-65.73,491400000,-654400000,15.2,1933,1994,,,1933.0,1994.0,1933.0,1994.0
MONTMAGNY,QUEBEC,7055210,5817,,,46.97,-70.58,465800000,-703500000,15.2,1963,2004,,,1963.0,2004.0,1963.0,2004.0
MURDOCHVILLE,QUEBEC,7055380,5818,,,48.95,-65.52,485700000,-653100000,574.5,1952,1995,,,1952.0,1995.0,1952.0,1995.0
NEW CARLISLE,QUEBEC,7055420,5819,,,48.03,-65.27,480200000,-651600000,45.0,1963,1994,,,1963.0,1994.0,1963.0,1994.0
NEW CARLISLE 1,QUEBEC,7055422,10898,71619.0,WOC,48.01,-65.33,480043000,-651954000,46.4,1993,2021,1994.0,2021.0,1993.0,2021.0,,
NEW RICHMOND,QUEBEC,7055430,5820,,,48.17,-65.8,481000000,-654800000,47.0,1964,1991,,,1964.0,1991.0,1964.0,1991.0
NEW RICHMOND EAST,QUEBEC,7055440,54559,71659.0,MJN,48.16,-65.84,480923064,-655031002,2.0,2017,2021,2017.0,2021.0,2017.0,2021.0,,
NOTRE DAME DU LAC,QUEBEC,7055675,5821,,,47.6,-68.8,473600000,-684800000,320.0,1963,2004,,,1963.0,2004.0,1963.0,2004.0
NOTRE DAME DU ROSAIRE,QUEBEC,7055685,5822,,,46.83,-70.4,465000000,-702400000,373.4,1973,1991,,,1973.0,1991.0,1973.0,1991.0
NOUVELLE,QUEBEC,7055705,5823,,,48.1,-66.3,480600000,-661800000,7.0,1969,2004,,,1969.0,2004.0,1969.0,2004.0
OUIMET,QUEBEC,7055770,5824,,,48.32,-68.2,481900000,-681200000,305.0,1963,1993,,,1963.0,1993.0,1963.0,1993.0
PARC DE LA GASPESIE,QUEBEC,7055790,5825,,,48.98,-66.37,485900000,-662200000,208.2,1963,1965,,,1963.0,1965.0,1963.0,1965.0
PARC METIS,QUEBEC,7055793,5826,,,48.63,-68.13,483800000,-680800000,15.2,1971,1985,,,1971.0,1985.0,1971.0,1985.0
PARKE,QUEBEC,7055808,5827,,,47.57,-69.52,473400000,-693100000,281.9,1963,1982,,,1963.0,1982.0,1963.0,1982.0
PERCE,QUEBEC,7055920,5828,,,48.52,-64.2,483100000,-641200000,87.8,1896,1951,,,1896.0,1951.0,1896.0,1951.0
PETITE MATANE,QUEBEC,7056003,5830,,,48.87,-67.45,485200000,-672700000,3.0,1972,1985,,,1972.0,1985.0,1972.0,1985.0
POINTE AU PERE,QUEBEC,7056067,5831,,,48.5,-68.48,483000000,-682900000,7.6,1873,1982,,,1873.0,1982.0,1873.0,1982.0
POINTE-AU-PERE (INRS),QUEBEC,7056068,27194,71554.0,WYQ,48.51,-68.47,483050000,-682806000,4.9,1996,2021,1996.0,2021.0,1996.0,2021.0,,
POINTE FREGATE,QUEBEC,70560GF,5829,,,49.2,-64.93,491200000,-645600000,6.1,1973,1973,,,1973.0,1973.0,1973.0,1973.0
PORT DANIEL,QUEBEC,7056120,5832,,,48.15,-64.98,480900000,-645900000,68.6,1927,2004,,,1927.0,2004.0,1927.0,2004.0
PORT MENIER,QUEBEC,7056200,5833,,,49.82,-64.35,494900000,-642100000,5.5,1929,1974,1960.0,1974.0,1929.0,1974.0,1929.0,1974.0
PORT MENIER,QUEBEC,7056201,5834,,,49.85,-64.45,495100000,-642700000,34.4,1974,1981,1974.0,1981.0,1974.0,1981.0,1974.0,1981.0
PORT-MENIER,QUEBEC,7056202,8536,71810.0,WBY,49.84,-64.29,495019000,-641736000,55.2,1992,2021,1994.0,2021.0,1992.0,2021.0,,
PRICE,QUEBEC,7056240,5835,,,48.6,-68.13,483600000,-680800000,73.2,1931,1985,,,1931.0,1985.0,1931.0,1985.0
RIMOUSKI,QUEBEC,7056480,5836,,,48.45,-68.52,482700000,-683100000,35.7,1952,2021,,,1952.0,2021.0,1952.0,2017.0
RIVIERE AU RENARD,QUEBEC,7056563,5837,,,49.02,-64.4,490100000,-642400000,40.8,1958,1977,1958.0,1977.0,1958.0,1977.0,1958.0,1977.0
RIVIERE BLEUE,QUEBEC,7056600,5838,,,47.43,-69.03,472600000,-690200000,213.0,1950,2004,,,1950.0,2004.0,1950.0,2004.0
RIVIERE DU LOUP,QUEBEC,7056615,5839,,,47.8,-69.55,474800000,-693300000,148.4,1965,1980,1965.0,1980.0,1965.0,1980.0,1965.0,1980.0
RIVIERE-DU-LOUP,QUEBEC,7056616,8539,71715.0,WNH,47.81,-69.55,474821000,-693255000,146.5,1992,2021,1994.0,2021.0,1992.0,2021.0,,
RIVIERE MANIE,QUEBEC,7056640,5840,,,47.4,-69.65,472400000,-693900000,307.8,1953,1964,,,1953.0,1964.0,1953.0,1964.0
ROMIEU SUD,QUEBEC,7056695,5841,,,48.93,-66.8,485600000,-664800000,396.2,1966,1971,,,1966.0,1971.0,1966.0,1971.0
ST ALEXIS DE MATAPEDIA,QUEBEC,7056814,5842,,,47.98,-67.07,475900000,-670400000,274.0,1964,2004,,,1964.0,2004.0,1964.0,2004.0
STE ANNE DES MONTS,QUEBEC,7056850,5843,,,49.13,-66.47,490800000,-662800000,15.2,1963,2004,,,1963.0,2004.0,1963.0,2004.0
RIVIERE-DU-LOUP / ST-ANTONIN,QUEBEC,7056870,43165,,,47.8,-69.45,474800000,-692700000,152.0,2005,2021,,,2005.0,2021.0,,
ST ARSENE,QUEBEC,7056890,5844,,,47.95,-69.38,475700000,-692300000,76.2,1963,2004,,,1963.0,2004.0,1963.0,2004.0
ST BRUNO KAMOURASKA,QUEBEC,7056922,5845,,,47.45,-69.78,472700000,-694700000,198.1,1964,2004,,,1964.0,2004.0,1964.0,2004.0
ST CAMILLE,QUEBEC,7056930,5846,,,46.48,-70.22,462900000,-701300000,396.0,1963,2021,,,1963.0,2021.0,1963.0,2018.0
ST CHARLES GARNIER,QUEBEC,7056970,5847,,,48.33,-68.05,482000000,-680300000,323.1,1963,1994,,,1963.0,1994.0,1963.0,1994.0
ST CLEMENT,QUEBEC,7057024,5848,,,47.92,-69.1,475500000,-690600000,259.1,1964,2004,,,1964.0,2004.0,1964.0,2004.0
ST DAMASE DE MATANE,QUEBEC,7057089,5849,,,48.65,-67.82,483900000,-674900000,190.5,1976,1985,,,1976.0,1985.0,1976.0,1985.0
ST DAMASE DES AULNAIES,QUEBEC,7057090,5850,,,47.2,-70.13,471200000,-700800000,274.0,1973,1994,,,1973.0,1994.0,1973.0,1994.0
SAINT-DENIS-DE-KAMOURASKA,QUEBEC,7057096,43681,,MSD,47.51,-69.88,473043000,-695300000,14.0,2005,2007,2005.0,2007.0,,,,
ST ELEUTHERE,QUEBEC,7057145,5851,,,47.48,-69.28,472900000,-691700000,290.0,1963,1994,,,1963.0,1994.0,1963.0,1994.0
ST ELZEAR DE BONAVENTURE,QUEBEC,7057160,5852,,,48.18,-65.35,481100000,-652100000,229.0,1948,2004,,,1948.0,2004.0,1948.0,2004.0
ST GABRIEL,QUEBEC,7057269,5853,,,48.48,-68.15,482900000,-680900000,259.1,1981,1994,,,1981.0,1994.0,1981.0,1994.0
STE GERMAINE,QUEBEC,7057287,5854,,,46.42,-70.47,462500000,-702800000,510.5,1963,2013,,,1963.0,2013.0,1963.0,2013.0
ST GUY,QUEBEC,7057304,5855,,,48.05,-68.82,480300000,-684900000,320.0,1963,2004,,,1963.0,2004.0,1963.0,2004.0
ST JEAN DE BREBEUF DUGAL,QUEBEC,7057393,5856,,,48.2,-66.33,481200000,-662000000,320.0,1963,1968,,,1963.0,1968.0,1963.0,1968.0
ST JEAN DE CHERBOURG,QUEBEC,7057395,5857,,,48.88,-67.12,485300000,-670700000,350.5,1963,2021,,,1963.0,2021.0,1963.0,2018.0
STE LUCIE,QUEBEC,7057515,5858,,,46.73,-70.02,464400000,-700100000,373.0,1963,2021,,,1963.0,2021.0,1963.0,2018.0
ST MALACHIE,QUEBEC,7057518,5859,,,46.55,-70.82,463300000,-704900000,221.0,1965,1994,,,1965.0,1994.0,1965.0,1994.0
SAINTE MARGUERITE MARIE,QUEBEC,7057525,5860,,,48.32,-67.1,481900000,-670600000,445.0,1978,1991,,,1978.0,1991.0,1978.0,1991.0
SAINT MICHEL,QUEBEC,7057567,5861,,,46.87,-70.88,465200000,-705300000,69.0,1978,2021,,,1978.0,2021.0,1978.0,2018.0
ST MODESTE,QUEBEC,7057574,5862,,,47.85,-69.38,475100000,-692300000,152.4,1973,1985,,,1973.0,1985.0,1973.0,1985.0
ST OCTAVE DE L'AVENIR,QUEBEC,7057590,5863,,,48.98,-66.55,485900000,-663300000,381.0,1963,1997,,,1963.0,1997.0,1963.0,1997.0
ST PAMPHILE,QUEBEC,7057600,5864,,,46.97,-69.78,465800000,-694700000,388.0,1950,2004,,,1950.0,2004.0,1950.0,2004.0
ST PASCAL,QUEBEC,7057625,5865,,,47.53,-69.82,473200000,-694900000,30.5,1974,1976,,,1974.0,1976.0,1974.0,1976.0
ST PAULIN D'ALIBAIRE,QUEBEC,7057645,5866,,,48.92,-66.83,485500000,-665000000,381.0,1967,1971,,,1967.0,1971.0,1967.0,1971.0
STE PERPETUE,QUEBEC,7057650,5867,,,47.05,-69.93,470300000,-695600000,411.0,1963,1997,,,1963.0,1997.0,1963.0,1997.0
ST PHILEMON,QUEBEC,7057652,5868,,,46.67,-70.42,464000000,-702500000,449.9,1982,1993,,,1982.0,1993.0,1982.0,1993.0
ST RAPHAEL,QUEBEC,7057680,5869,,,46.82,-70.75,464900000,-704500000,106.7,1949,1982,,,1949.0,1982.0,1949.0,1982.0
ST RENE DE MATANE,QUEBEC,7057692,5870,,,48.68,-67.38,484100000,-672300000,61.0,1973,2004,,,1973.0,2004.0,1973.0,2004.0
STE ROSE DU DEGELIS,QUEBEC,7057720,5871,,,47.57,-68.63,473400000,-683800000,150.9,1932,2004,,,1932.0,2004.0,1932.0,2004.0
ST VALLIER,QUEBEC,7057775,5872,,,46.83,-70.83,465000000,-705000000,91.4,1959,1961,,,1959.0,1961.0,1959.0,1961.0
SQUATECK,QUEBEC,7058220,5873,,,47.88,-68.7,475300000,-684200000,198.0,1963,1994,,,1963.0,1994.0,1963.0,1994.0
TRINITE DES MONTS,QUEBEC,7058520,5874,,,48.13,-68.48,480800000,-682900000,262.0,1950,2004,,,1950.0,2004.0,1950.0,2004.0
TROIS PISTOLES,QUEBEC,7058560,5875,,,48.15,-69.12,480900000,-690700000,58.0,1951,2004,,,1951.0,2004.0,1951.0,2004.0
TROUT RIVER DEPOT,QUEBEC,7058565,5876,,,48.68,-66.78,484100000,-664700000,336.8,1963,1981,,,1963.0,1981.0,1963.0,1981.0
VAL D ESPOIR,QUEBEC,7058590,5877,,,48.52,-64.38,483100000,-642300000,91.4,1963,1993,,,1963.0,1993.0,1963.0,1993.0
WAKEHAM,QUEBEC,7058840,5878,,,48.85,-64.62,485100000,-643700000,15.2,1953,1973,,,1953.0,1973.0,1953.0,1973.0
CARLETON SUR MER,QUEBEC,705AA86,8496,,,48.13,-66.12,480800000,-660700000,541.0,1968,1968,,,1968.0,1968.0,,
ILES DE LA MADELEINE A,QUEBEC,705C2G9,5748,71709.0,YGR,47.42,-61.78,472500000,-614700000,10.7,1978,2013,1978.0,2013.0,1983.0,2013.0,1983.0,2002.0
MURDOCHVILLE HOLLAND,QUEBEC,705ECH0,5749,,,48.95,-65.52,485700000,-653100000,624.8,1973,1974,,,1973.0,1974.0,1973.0,1974.0
ST PACOME,QUEBEC,705GE9G,5750,,,47.38,-69.95,472300000,-695700000,83.8,1971,1982,,,1971.0,1982.0,1971.0,1982.0
FOND D'ORMES,QUEBEC,705KC75,5751,,,48.22,-68.47,481300000,-682800000,175.9,1973,1973,,,1973.0,1973.0,,
FONTENELLE,QUEBEC,705KL75,5752,,,48.93,-64.65,485600000,-643900000,15.0,1972,2004,,,1972.0,2004.0,1972.0,2004.0
LADRIERE,QUEBEC,705LG09,5753,,,48.25,-68.78,481500000,-684700000,148.0,1976,2004,,,1976.0,2004.0,1976.0,2004.0
ILE BICQUETTE,QUEBEC,705LKPQ,10938,71385.0,WQO,48.42,-68.89,482456000,-685334000,7.0,1994,2021,1994.0,2021.0,1994.0,2021.0,,
TOUR NO 4 (MCDONALD),QUEBEC,705Q5AF,5755,,,49.72,-63.22,494300000,-631300000,198.1,1966,1966,,,1966.0,1966.0,1966.0,1966.0
TOUR PELLETIER,QUEBEC,705QEA6,5754,,,47.58,-69.37,473500000,-692200000,,1973,1973,,,1973.0,1973.0,1973.0,1973.0
CAP-CHAT,QUEBEC,705S002,27195,71428.0,WSG,49.11,-66.65,490633000,-663916000,5.0,1996,2021,1996.0,2021.0,1996.0,2021.0,,
AIGREMONT,QUEBEC,7060070,5886,,,49.3,-73.85,491800000,-735100000,403.9,1973,1982,,,1973.0,1982.0,1973.0,1980.0
ALBANEL,QUEBEC,7060080,5887,,,48.88,-72.45,485300000,-722700000,152.0,1922,1991,,,1922.0,1991.0,1922.0,1991.0
ARVIDA,QUEBEC,7060320,5888,,,48.43,-71.17,482600000,-711000000,102.1,1931,1989,,,1931.0,1989.0,1931.0,1988.0
BAGOTVILLE A,QUEBEC,7060400,5889,71727.0,YBG,48.33,-71.0,482000000,-710000000,159.1,1942,2021,1953.0,2021.0,1942.0,2021.0,1942.0,2017.0
BARRIERE N CHIBOUGAMAU,QUEBEC,7060474,5891,,,49.5,-74.17,493000000,-741000000,396.2,1963,1974,,,1963.0,1974.0,1963.0,1973.0
BRE #3 RIV-AUX-RATS,QUEBEC,7060479,5892,,,49.22,-72.25,491300000,-721500000,335.3,1963,1969,,,1963.0,1969.0,1963.0,1969.0
BARRIERE SUD LA DORE,QUEBEC,706047H,5890,,,48.82,-72.73,484900000,-724400000,198.1,1963,1975,,,1963.0,1975.0,1963.0,1975.0
BONNARD,QUEBEC,7060825,5893,,,50.73,-71.05,504400000,-710300000,506.0,1961,2000,,,1961.0,2000.0,1961.0,2000.0
BONNARD 1,QUEBEC,7060826,10874,71383.0,WKD,50.73,-71.01,504344000,-710047000,498.0,1994,2021,1994.0,2021.0,1994.0,2021.0,,
BARRIERE MILOT,QUEBEC,7060DPC,5884,,,48.9,-71.77,485400000,-714600000,167.6,1973,1980,,,1973.0,1980.0,1973.0,1980.0
BARRIERE ETIENNICHE,QUEBEC,7060M7A,5885,,,49.45,-71.38,492700000,-712300000,320.0,1973,1975,,,1973.0,1975.0,1973.0,1975.0
CHAMOUCHOUANE,QUEBEC,7061288,26797,71523.0,WEE,49.28,-73.36,491643000,-732120000,303.8,1994,2021,1994.0,2021.0,1994.0,2021.0,,
CHEMIN CHIBOUGAMAU,QUEBEC,7061368,5894,,,49.28,-73.63,491700000,-733800000,365.8,1965,1967,,,1965.0,1967.0,1965.0,1967.0
CHEMIN CHUTE DES PASSES,QUEBEC,7061372,5895,,,49.42,-71.4,492500000,-712400000,365.8,1967,1975,,,1967.0,1975.0,1967.0,1975.0
CHICOUTIMI,QUEBEC,7061440,5896,,,48.42,-71.08,482500000,-710500000,15.2,1871,1979,,,1871.0,1979.0,1871.0,1979.0
CHICOUTIMI OUEST,QUEBEC,7061441,5897,,,48.42,-71.08,482500000,-710500000,175.0,1989,1991,,,1989.0,1991.0,1989.0,1991.0
CHICOUTIMI UNIVERSITE,QUEBEC,7061442,5898,,,48.42,-71.05,482500000,-710300000,76.2,1976,1985,,,1976.0,1985.0,1976.0,1985.0
CHUTE A LA SAVANE,QUEBEC,7061475,5899,,,48.78,-71.85,484700000,-715100000,140.2,1951,1975,,,1951.0,1975.0,1951.0,1974.0
CHUTE A MURDOCK,QUEBEC,7061480,5900,,,48.52,-71.25,483100000,-711500000,188.4,1921,1957,,,1921.0,1957.0,1921.0,1957.0
CHUTE AUX GALETS,QUEBEC,7061520,5901,,,48.65,-71.2,483900000,-711200000,152.4,1919,1963,,,1919.0,1963.0,1919.0,1962.0
CHUTE DES PASSES,QUEBEC,7061540,5902,,,49.85,-71.15,495100000,-710900000,270.7,1957,1957,,,1957.0,1957.0,1957.0,1957.0
CHUTE-DES-PASSES,QUEBEC,7061541,5903,71522.0,WDT,49.84,-71.17,495025000,-711006000,398.2,1960,2021,1994.0,2021.0,1960.0,2021.0,1960.0,1976.0
CHUTE DES PASSES 2,QUEBEC,7061542,5904,,,49.82,-71.15,494900000,-710900000,266.7,1973,1978,,,1973.0,1978.0,1973.0,1978.0
CHUTE DU DIABLE,QUEBEC,7061560,5905,,,48.75,-71.7,484500000,-714200000,173.7,1951,1977,,,1951.0,1977.0,1951.0,1976.0
DOLBEAU,QUEBEC,7062020,5906,,,48.88,-72.23,485300000,-721400000,127.4,1930,1938,,,1930.0,1938.0,1930.0,1938.0
FERLAND,QUEBEC,7062368,5907,,,48.2,-70.83,481200000,-705000000,198.1,1971,1997,,,1971.0,1997.0,1971.0,1997.0
HEBERTVILLE,QUEBEC,7063040,5908,,,48.45,-71.67,482700000,-714000000,157.0,1951,1958,,,1951.0,1958.0,1951.0,1958.0
HEMON,QUEBEC,7063090,5909,,,49.07,-72.6,490400000,-723600000,182.9,1963,2004,,,1963.0,2004.0,1963.0,2004.0
ISLE MALIGNE,QUEBEC,7063320,5910,,,48.58,-71.63,483500000,-713800000,76.2,1924,1991,,,1924.0,1991.0,1924.0,1991.0
JONQUIERE,QUEBEC,7063370,5911,71617.0,WJO,48.43,-71.14,482530012,-710833001,135.62,1963,2021,1994.0,2021.0,1963.0,2021.0,1963.0,1975.0
KENOGAMI,QUEBEC,7063400,5912,,,48.42,-71.25,482500000,-711500000,115.5,1916,1972,,,1916.0,1972.0,1916.0,1972.0
LAC BOUCHETTE,QUEBEC,7063560,5913,,,48.22,-72.17,481300000,-721000000,358.0,1949,2015,,,1949.0,2015.0,1949.0,2015.0
LAC DES COMMISSAIRES,QUEBEC,7063610,5914,,,48.18,-72.25,481100000,-721500000,358.1,1966,1975,,,1966.0,1975.0,1966.0,1975.0
LAC HA HA,QUEBEC,7063647,5915,,,48.0,-70.78,480000000,-704700000,502.9,1964,1970,,,1964.0,1970.0,1964.0,1970.0
LAC ONATCHIWAY,QUEBEC,7063683,5916,,,48.9,-71.03,485400000,-710200000,304.8,1920,1981,,,1920.0,1981.0,1920.0,1981.0
LAC PAMOUSCACHIOU,QUEBEC,7063684,5917,,,49.28,-70.98,491700000,-705900000,350.5,1973,1976,,,1973.0,1976.0,1973.0,1976.0
LAC STE CROIX,QUEBEC,7063690,5918,,,48.42,-71.75,482500000,-714500000,152.0,1958,2018,,,1958.0,2018.0,1958.0,2017.0
LATERRIERE,QUEBEC,7064180,5919,,,48.3,-71.13,481800000,-710800000,152.4,1963,1982,,,1963.0,1982.0,1963.0,1982.0
LATERRIERE,QUEBEC,7064181,30722,71040.0,XLT,48.31,-71.13,481826000,-710745000,162.7,2001,2021,2002.0,2021.0,2001.0,2021.0,,
MANUAN LAKE,QUEBEC,7064620,5920,,,50.63,-70.53,503800000,-703200000,495.3,1942,1961,,,1942.0,1961.0,1942.0,1961.0
MESY,QUEBEC,7064890,5921,,,48.27,-71.68,481600000,-714100000,384.0,1963,1978,,,1963.0,1978.0,1963.0,1978.0
MISTASSIBI,QUEBEC,7064993,5922,,,49.32,-72.03,491900000,-720200000,243.8,1973,1975,,,1973.0,1975.0,1973.0,1975.0
MISTASSINI,QUEBEC,7064998,5923,,,48.85,-72.2,485100000,-721200000,121.9,1912,1994,,,1912.0,1994.0,1912.0,1994.0
MISTOOK,QUEBEC,7065012,10797,71381.0,WIX,48.6,-71.72,483554000,-714257000,112.5,1994,2021,1994.0,2021.0,1994.0,2021.0,,
MONT APICA,QUEBEC,7065100,5924,,,47.97,-71.42,475800000,-712500000,548.6,1957,1990,,,1957.0,1990.0,1963.0,1990.0
MURDOCK WILSON,QUEBEC,7065383,5925,,,48.52,-71.25,483100000,-711500000,91.4,1958,1961,,,1958.0,1961.0,1959.0,1961.0
NORMANDIN,QUEBEC,7065639,10872,71379.0,WOD,48.84,-72.55,485030000,-723249000,137.2,1993,2021,1994.0,2021.0,1993.0,2021.0,,
NORMANDIN CDA,QUEBEC,7065640,5926,,,48.85,-72.53,485100000,-723200000,137.2,1936,1992,,,1936.0,1992.0,1936.0,1992.0
NOTRE DAME DE LORETTE,QUEBEC,7065667,5927,,,49.07,-72.32,490400000,-721900000,182.9,1977,1992,,,1977.0,1992.0,1977.0,1992.0
ONATCHIWAY,QUEBEC,7065738,27294,71387.0,WXC,48.89,-71.03,485339000,-710154000,304.0,1997,2021,1997.0,2021.0,1997.0,2021.0,,
PASSE DANGEREUSE DAM,QUEBEC,7065840,5928,,,49.88,-71.27,495300000,-711600000,457.2,1942,1961,,,1942.0,1961.0,1942.0,1961.0
PERIBONCA,QUEBEC,7065960,5929,,,48.77,-72.03,484600000,-720200000,103.0,1951,2018,,,1951.0,2018.0,1951.0,2016.0
PORTAGE DES ROCHES,QUEBEC,7066080,5930,,,48.3,-71.22,481800000,-711300000,164.6,1926,1984,,,1926.0,1984.0,1926.0,1984.0
RIVIERE A MARS,QUEBEC,7066550,5931,,,48.0,-71.0,480000000,-710000000,518.2,1963,1963,,,1963.0,1963.0,1963.0,1963.0
RIVIERE AUX RATS,QUEBEC,7066583,5932,,,49.42,-72.2,492500000,-721200000,185.9,1963,1974,,,1963.0,1974.0,1963.0,1974.0
RIVIERE JOLY,QUEBEC,7066623,5933,,,49.15,-71.18,490900000,-711100000,350.5,1977,1977,,,1977.0,1977.0,1977.0,1977.0
ROBERVAL A,QUEBEC,7066685,5934,71728.0,YRJ,48.52,-72.27,483100000,-721600000,178.6,1957,2014,1958.0,2014.0,1957.0,2014.0,1957.0,2005.0
ROBERVAL A,QUEBEC,7066686,52080,71728.0,YRJ,48.52,-72.27,483112000,-721557000,178.6,2014,2021,2014.0,2021.0,2014.0,2021.0,,
ROBERVAL A,QUEBEC,7066687,54300,,YRJ,48.52,-72.27,483112000,-721557000,178.6,2016,2021,2016.0,2021.0,2018.0,2021.0,,
ROBERVAL NORD,QUEBEC,7066688,5935,,,48.53,-72.23,483200000,-721400000,102.1,1888,1967,,,1888.0,1967.0,1888.0,1967.0
ST AMBROISE,QUEBEC,7066820,5936,,,48.57,-71.33,483400000,-712000000,121.9,1954,2021,,,1954.0,2021.0,1954.0,2018.0
ST COEUR DE MARIE,QUEBEC,7067060,5937,,,48.63,-71.72,483800000,-714300000,106.7,1957,1994,,,1957.0,1994.0,1957.0,1994.0
ST FELICIEN,QUEBEC,7067240,5938,,,48.65,-72.45,483900000,-722700000,111.6,1938,1953,,,1938.0,1953.0,1938.0,1953.0
ST-HENRI,QUEBEC,7067307,10799,,WIA,48.65,-71.85,483900000,-715100000,103.0,1994,2009,1994.0,2009.0,,,,
ST LEON DE LABRECQUE,QUEBEC,7067460,5939,,,48.67,-71.52,484000000,-713100000,131.1,1963,2004,,,1963.0,2004.0,1963.0,2004.0
ST PRIME,QUEBEC,7067658,5940,,,48.62,-72.42,483700000,-722500000,121.9,1980,2021,,,1980.0,2021.0,1980.0,2018.0
SHIPSHAW,QUEBEC,7068160,5941,,,48.45,-71.22,482700000,-711300000,22.9,1943,1993,,,1943.0,1993.0,1943.0,1993.0
VAN BRUYSSEL,QUEBEC,7068696,5942,,,47.95,-72.17,475700000,-721000000,394.4,1971,1972,,,1971.0,1972.0,1971.0,1972.0
LAC ALEX,QUEBEC,706CEE5,5879,,,49.25,-71.47,491500000,-712800000,457.2,1965,1966,,,1965.0,1966.0,1965.0,1966.0
LAC NICAUBA S,QUEBEC,706CFH0,5880,,,49.37,-74.12,492200000,-740700000,384.0,1973,1974,,,1973.0,1974.0,1973.0,1974.0
LA DORE,QUEBEC,706CP09,5881,,,48.77,-72.72,484600000,-724300000,182.9,1975,1993,,,1975.0,1993.0,1975.0,1993.0
RIVIERE CHIGOUBICHE,QUEBEC,706FFA0,5882,,,48.98,-73.3,485900000,-731800000,335.3,1973,1973,,,1973.0,1973.0,1973.0,1973.0
ST-GEDEON,QUEBEC,706G2PF,10796,,WIU,48.48,-71.78,482900000,-714700000,103.0,1994,2006,1994.0,2006.0,,,,
LAC BENOIT,QUEBEC,706I001,26778,71520.0,WDE,51.53,-71.11,513157000,-710639000,549.0,1994,2021,1994.0,2021.0,1995.0,2021.0,,
MANOUANE EST,QUEBEC,706I155,26798,71521.0,WDP,50.66,-70.53,503923000,-703155000,497.0,1994,2021,1994.0,2021.0,1994.0,2021.0,,
FALARDEAU,QUEBEC,706KC09,5883,,,48.63,-71.13,483800000,-710800000,198.1,1979,2004,,,1979.0,2004.0,1979.0,2004.0
LA BAIE,QUEBEC,706Q001,27315,71388.0,WUX,48.3,-70.92,481753172,-705510333,151.64,1997,2021,1997.0,2021.0,1997.0,2021.0,,
BARRAGE A LAC KEMPT,QUEBEC,7070448,5946,,,47.55,-74.18,473300000,-741100000,420.6,1913,1970,,,1913.0,1970.0,1913.0,1970.0
BARRAGE CICONCINE,QUEBEC,7070450,5947,,,47.38,-73.03,472300000,-730200000,205.7,1942,1967,,,1942.0,1967.0,1942.0,1967.0
BGE C LAC CHATEAUVERT,QUEBEC,7070451,5948,,,47.77,-73.9,474600000,-735400000,382.5,1942,1982,,,1942.0,1982.0,1942.0,1981.0
BARRAGE GOUIN,QUEBEC,7070454,5949,,,48.35,-74.1,482100000,-740600000,403.9,1913,1982,,,1913.0,1982.0,1913.0,1981.0
BARRAGE MATTAWIN,QUEBEC,7070456,5950,,,46.85,-73.65,465100000,-733900000,365.8,1929,1982,,,1929.0,1982.0,1929.0,1982.0
BARRAGE MONDONAC,QUEBEC,7070464,5951,,,47.45,-73.93,472700000,-735600000,457.2,1943,1966,,,1943.0,1966.0,1943.0,1966.0
BELLE PLAGE,QUEBEC,7070595,5952,,,48.68,-74.02,484100000,-740100000,411.5,1975,1985,,,1975.0,1985.0,1975.0,1985.0
BARRIERE ST GUILLAUME,QUEBEC,7070DP6,5944,,,46.6,-74.17,463600000,-741000000,411.5,1973,1973,,,1973.0,1973.0,1973.0,1973.0
BARRAGE GOUIN S,QUEBEC,7070ME4,5945,,,48.35,-74.1,482100000,-740600000,403.9,1973,1974,,,1973.0,1974.0,1973.0,1974.0
CLOVA,QUEBEC,7071720,5953,,,48.12,-75.37,480700000,-752200000,423.4,1943,1958,,,1943.0,1958.0,1943.0,1958.0
COMMISSAIRE,QUEBEC,7071912,44786,,MCM,47.99,-72.3,475928000,-721810000,419.0,2006,2008,2006.0,2008.0,,,,
GRANDE ANSE,QUEBEC,7072816,5954,,,47.1,-72.93,470600000,-725600000,119.0,1982,2015,,,1982.0,2015.0,1982.0,2015.0
LAC INMAN,QUEBEC,7073652,5955,,,46.98,-73.18,465900000,-731100000,320.0,1973,1982,,,1973.0,1982.0,1973.0,1982.0
LAC MARTEL,QUEBEC,7073672,5956,,,48.08,-73.12,480500000,-730700000,365.8,1973,1978,,,1973.0,1978.0,1973.0,1978.0
LA TUQUE,QUEBEC,7074240,5957,,,47.4,-72.78,472400000,-724700000,152.0,1911,2004,,,1911.0,2004.0,1911.0,2004.0
